name,ply,rolls,sheets,uses,multiQuan,multiDisc,cost,delivery,useCost,useCostDisc,url
phoenix,3,60,150,3600,1,1,17.89,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0BGT6WZYZ
phoenix,3,12,150,3600,1,1,7.69,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0CCMVNL6Q
phoenix,3,24,150,3600,1,1,10.79,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0CCMYJJMZ
phoenix,3,48,150,3600,1,1,16.19,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0CCMXD1KP
splesh lavendar,3,72,150,3600,1,1,23.99,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B07H17LPV5
splesh lavendar,3,60,150,3600,1,1,22.99,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B073Q4BJKG
splesh lavendar,3,48,150,3600,1,1,16.99,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0B7XY85YS
splesh lavendar,3,24,150,3600,1,1,14.99,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B08ZKYDMT8
amazon Quilted velvety,3,9,200,960,4,0.85,4.41,0,0.009541666666666667,0.008110416666666667,https://www.amazon.co.uk/dp/B08KHBYPJB
amazon mega coconut,3,6,330,960,4,0.85,5.07,0,0.009541666666666667,0.008110416666666667,https://www.amazon.co.uk/dp/B0DSX5ZGSW
amazon mega coconut,3,18,330,960,4,1,15.21,0,0.009541666666666667,0.008110416666666667,https://www.amazon.co.uk/dp/B0F7QSR9NR
amazon mega coconut,3,18,330,960,4,1,22.2,0,0.009541666666666667,0.008110416666666667,https://www.amazon.co.uk/dp/B0DG6253WV
phoenix lavendar,3,60,150,3600,1,1,17.89,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B095N7L7XT
phoenix lavendar,3,12,150,3600,1,1,6.99,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0DK81NKL6
phoenix lavendar,3,24,150,3600,1,1,10.79,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0CGSXXFMW
phoenix lavendar,3,36,150,3600,1,1,13.79,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0CH37P2KF
phoenix lavendar,3,48,150,3600,1,1,16.19,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0DJHHXZJK
phoenix lavendar,3,120,150,3600,1,1,37.99,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0DK7Z2NP6
phoenix lavendar,3,120,150,3600,1,1,37.99,0,0.007775,0.007775,https://www.amazon.co.uk/dp/B0CGSPP4SH
